Citing ID,Citing Venue Name,Citing Venue SciMap ID,Citing Publication Year,Cited ID,Cited Venue Name,Cited Venue SciMap ID,Cited Publication Year
2973055525,biorxiv,NA,2019,2969970780,biorxiv,NA,2019
2973055525,biorxiv,NA,2019,2969970780,biorxiv,NA,2019
2993213195,NA,NA,2019,2969970780,biorxiv,NA,2019
2993213195,NA,NA,2019,2969970780,biorxiv,NA,2019
3006503485,NA,NA,2020,2969970780,biorxiv,NA,2019
3006503485,NA,NA,2020,2969970780,biorxiv,NA,2019
3017023874,cell reports,NA,2020,2969970780,biorxiv,NA,2019
3017023874,cell reports,NA,2020,2969970780,biorxiv,NA,2019
3021010311,NA,NA,2020,2969970780,biorxiv,NA,2019
3021010311,NA,NA,2020,2969970780,biorxiv,NA,2019
3030295107,biorxiv,NA,2020,2969970780,biorxiv,NA,2019
3030295107,biorxiv,NA,2020,2969970780,biorxiv,NA,2019
3033127275,expert review of molecular diagnostics,6154,2020,2969970780,biorxiv,NA,2019
3033127275,expert review of molecular diagnostics,6154,2020,2969970780,biorxiv,NA,2019
3044785731,frontiers in oncology,NA,2020,2969970780,biorxiv,NA,2019
3044785731,frontiers in oncology,NA,2020,2969970780,biorxiv,NA,2019
3088749193,respiratory research,16602,2020,2969970780,biorxiv,NA,2019
3088749193,respiratory research,16602,2020,2969970780,biorxiv,NA,2019
3093150528,biorxiv,NA,2020,2969970780,biorxiv,NA,2019
3093150528,biorxiv,NA,2020,2969970780,biorxiv,NA,2019
3096715224,cellular & molecular immunology,3352,2020,2969970780,biorxiv,NA,2019
3096715224,cellular & molecular immunology,3352,2020,2969970780,biorxiv,NA,2019
3110842356,medrxiv,NA,2020,2969970780,biorxiv,NA,2019
3110842356,medrxiv,NA,2020,2969970780,biorxiv,NA,2019
2914598164,angewandte chemie,1294,2019,2982932823,nature protocols,13463,2019
2914598164,angewandte chemie,1294,2019,2982932823,nature protocols,13463,2019
2999678384,expert review of clinical pharmacology,21585,2020,2982932823,nature protocols,13463,2019
2999678384,expert review of clinical pharmacology,21585,2020,2982932823,nature protocols,13463,2019
3012985255,biorxiv,NA,2020,2982932823,nature protocols,13463,2019
3012985255,biorxiv,NA,2020,2982932823,nature protocols,13463,2019
3017061348,science china chemistry,17324,2020,2982932823,nature protocols,13463,2019
3017061348,science china chemistry,17324,2020,2982932823,nature protocols,13463,2019
3026124735,analytica chimica acta,1257,2020,2982932823,nature protocols,13463,2019
3026124735,analytica chimica acta,1257,2020,2982932823,nature protocols,13463,2019
3027133928,clinical biochemistry,3793,2020,2982932823,nature protocols,13463,2019
3027133928,clinical biochemistry,3793,2020,2982932823,nature protocols,13463,2019
3030582438,trends in analytical chemistry,NA,2020,2982932823,nature protocols,13463,2019
3030582438,trends in analytical chemistry,NA,2020,2982932823,nature protocols,13463,2019
3037608471,analyst,1256,2020,2982932823,nature protocols,13463,2019
3037608471,analyst,1256,2020,2982932823,nature protocols,13463,2019
3046600704,angewandte chemie,1294,2020,2982932823,nature protocols,13463,2019
3046600704,angewandte chemie,1294,2020,2982932823,nature protocols,13463,2019
3093255196,analytical and bioanalytical chemistry,1258,2020,2982932823,nature protocols,13463,2019
3093255196,analytical and bioanalytical chemistry,1258,2020,2982932823,nature protocols,13463,2019
3101861594,mass spectrometry reviews,12612,2020,2982932823,nature protocols,13463,2019
3101861594,mass spectrometry reviews,12612,2020,2982932823,nature protocols,13463,2019
2944169863,biorxiv,NA,2019,2971398276,nature methods,13458,2019
2944169863,biorxiv,NA,2019,2971398276,nature methods,13458,2019
2944717916,biorxiv,NA,2019,2971398276,nature methods,13458,2019
2944717916,biorxiv,NA,2019,2971398276,nature methods,13458,2019
2946365419,biorxiv,NA,2019,2971398276,nature methods,13458,2019
2946365419,biorxiv,NA,2019,2971398276,nature methods,13458,2019
2971653850,genome biology,6685,2019,2971398276,nature methods,13458,2019
2971653850,genome biology,6685,2019,2971398276,nature methods,13458,2019
2972734104,nature methods,13458,2019,2971398276,nature methods,13458,2019
2972734104,nature methods,13458,2019,2971398276,nature methods,13458,2019
2973370607,nucleic acids research,13928,2019,2971398276,nature methods,13458,2019
2973370607,nucleic acids research,13928,2019,2971398276,nature methods,13458,2019
2976299534,biorxiv,NA,2019,2971398276,nature methods,13458,2019
2976299534,biorxiv,NA,2019,2971398276,nature methods,13458,2019
2980701143,biorxiv,NA,2019,2971398276,nature methods,13458,2019
2980701143,biorxiv,NA,2019,2971398276,nature methods,13458,2019
2981132372,biorxiv,NA,2019,2971398276,nature methods,13458,2019
2981132372,biorxiv,NA,2019,2971398276,nature methods,13458,2019
2982582015,biorxiv,NA,2019,2971398276,nature methods,13458,2019
2982582015,biorxiv,NA,2019,2971398276,nature methods,13458,2019
2989061519,genome biology,6685,2019,2971398276,nature methods,13458,2019
2989061519,genome biology,6685,2019,2971398276,nature methods,13458,2019
2989628906,bioinformatics,2499,2020,2971398276,nature methods,13458,2019
2989628906,bioinformatics,2499,2020,2971398276,nature methods,13458,2019
2989899726,biorxiv,NA,2019,2971398276,nature methods,13458,2019
2989899726,biorxiv,NA,2019,2971398276,nature methods,13458,2019
2990701183,biorxiv,NA,2019,2971398276,nature methods,13458,2019
2990701183,biorxiv,NA,2019,2971398276,nature methods,13458,2019
2993919718,current eye research,4614,2020,2971398276,nature methods,13458,2019
2993919718,current eye research,4614,2020,2971398276,nature methods,13458,2019
2996180287,biorxiv,NA,2019,2971398276,nature methods,13458,2019
2996180287,biorxiv,NA,2019,2971398276,nature methods,13458,2019
3001040093,genome biology,6685,2020,2971398276,nature methods,13458,2019
3001040093,genome biology,6685,2020,2971398276,nature methods,13458,2019
3004512212,iscience,NA,2020,2971398276,nature methods,13458,2019
3004512212,iscience,NA,2020,2971398276,nature methods,13458,2019
3005392606,biorxiv,NA,2020,2971398276,nature methods,13458,2019
3005392606,biorxiv,NA,2020,2971398276,nature methods,13458,2019
3006252649,biorxiv,NA,2020,2971398276,nature methods,13458,2019
3006252649,biorxiv,NA,2020,2971398276,nature methods,13458,2019
3006594190,immunity,7878,2020,2971398276,nature methods,13458,2019
3006594190,immunity,7878,2020,2971398276,nature methods,13458,2019
3007874153,bioinformatics,2499,2020,2971398276,nature methods,13458,2019
3007874153,bioinformatics,2499,2020,2971398276,nature methods,13458,2019
3008350048,biorxiv,NA,2020,2971398276,nature methods,13458,2019
3008350048,biorxiv,NA,2020,2971398276,nature methods,13458,2019
3009802499,biorxiv,NA,2020,2971398276,nature methods,13458,2019
3009802499,biorxiv,NA,2020,2971398276,nature methods,13458,2019
3009968321,biorxiv,NA,2020,2971398276,nature methods,13458,2019
3009968321,biorxiv,NA,2020,2971398276,nature methods,13458,2019
3012652199,biorxiv,NA,2020,2971398276,nature methods,13458,2019
3012652199,biorxiv,NA,2020,2971398276,nature methods,13458,2019
3012657554,bioinformatics,2499,2020,2971398276,nature methods,13458,2019
3012657554,bioinformatics,2499,2020,2971398276,nature methods,13458,2019
3013135635,nature reviews nephrology,13474,2020,2971398276,nature methods,13458,2019
3013135635,nature reviews nephrology,13474,2020,2971398276,nature methods,13458,2019
3013690720,biorxiv,NA,2020,2971398276,nature methods,13458,2019
3013690720,biorxiv,NA,2020,2971398276,nature methods,13458,2019
3013989002,biorxiv,NA,2020,2971398276,nature methods,13458,2019
3013989002,biorxiv,NA,2020,2971398276,nature methods,13458,2019
3014185549,f1000research,NA,2020,2971398276,nature methods,13458,2019
3014185549,f1000research,NA,2020,2971398276,nature methods,13458,2019
3014610125,bioinformatics,2499,2020,2971398276,nature methods,13458,2019
3014610125,bioinformatics,2499,2020,2971398276,nature methods,13458,2019
3017179219,biorxiv,NA,2020,2971398276,nature methods,13458,2019
3017179219,biorxiv,NA,2020,2971398276,nature methods,13458,2019
3017587954,NA,NA,2020,2971398276,nature methods,13458,2019
3017587954,NA,NA,2020,2971398276,nature methods,13458,2019
3021026392,current opinion in plant biology,4677,2020,2971398276,nature methods,13458,2019
3021026392,current opinion in plant biology,4677,2020,2971398276,nature methods,13458,2019
3021087545,arxiv genomics,NA,2020,2971398276,nature methods,13458,2019
3021087545,arxiv genomics,NA,2020,2971398276,nature methods,13458,2019
3022072135,briefings in bioinformatics,2819,2020,2971398276,nature methods,13458,2019
3022072135,briefings in bioinformatics,2819,2020,2971398276,nature methods,13458,2019
3022474557,frontiers in genetics,NA,2020,2971398276,nature methods,13458,2019
3022474557,frontiers in genetics,NA,2020,2971398276,nature methods,13458,2019
3023748646,biorxiv,NA,2020,2971398276,nature methods,13458,2019
3023748646,biorxiv,NA,2020,2971398276,nature methods,13458,2019
3024099221,biorxiv,NA,2020,2971398276,nature methods,13458,2019
3024099221,biorxiv,NA,2020,2971398276,nature methods,13458,2019
3024842005,frontiers in genetics,NA,2020,2971398276,nature methods,13458,2019
3024842005,frontiers in genetics,NA,2020,2971398276,nature methods,13458,2019
3024992482,nature methods,13458,2020,2971398276,nature methods,13458,2019
3024992482,nature methods,13458,2020,2971398276,nature methods,13458,2019
3028505928,bmc bioinformatics,2660,2020,2971398276,nature methods,13458,2019
3028505928,bmc bioinformatics,2660,2020,2971398276,nature methods,13458,2019
3028512086,biorxiv,NA,2020,2971398276,nature methods,13458,2019
3028512086,biorxiv,NA,2020,2971398276,nature methods,13458,2019
3032090133,nucleic acids research,13928,2020,2971398276,nature methods,13458,2019
3032090133,nucleic acids research,13928,2020,2971398276,nature methods,13458,2019
